215,S Peerson St,Fayetteville,AR,72701,879000,5,5,5200,4.21,
212,E Cleburn St #214,Fayetteville,AR,72701,410000,1,1,1680,0.24,
322,N Washington Ave,Fayetteville,AR,72701,1799000,5,5,4614,0.33,
3445,E Galaxy Cir,Fayetteville,AR,72701,699000,4,3,3075,0.19,
2668,S Cobalt Ave,Fayetteville,AR,72701,374000,4,2,2002,0.18,
2110,W Holly St,Fayetteville,AR,72703,275000,3,2,1632,0.31,
561,E McClinton St,Fayetteville,AR,72701,149900,3,1,1096,0.18,
3186,N Bentley Rdg,Fayetteville,AR,72704,319900,3,2,1751,0.23,
2704,N Westminster Dr,Fayetteville,AR,72704,268000,3,3,1522,0.13,
4415,W Bell Flower Dr,Fayetteville,AR,72704,355000,4,2,2358,0.44,
320,E Oakwood St,Fayetteville,AR,72703,758000,3,3,3922,0.74,
811,N Olive Ave,Fayetteville,AR,72701,863000,3,2,2500,0.11,
2714,N Westminster Dr,Fayetteville,AR,72704,259000,3,1,1522,0.13,
2991,S City Lake Rd,Fayetteville,AR,72701,4600000,5,5,8825,34.38,
19305,Lake Sequoyah Rd,Fayetteville,AR,72701,1775000,4,3,3471,60.08,
19298,Two Wells Rd,Fayetteville,AR,72701,1850000,5,5,5050,75,
322,N Washington Ave,Fayetteville,AR,72701,1799000,5,5,4614,0.33,
867,N Fox Hunter Rd,Fayetteville,AR,72701,2450000,4,7,7396,18.65,
1501,N Starr Dr,Fayetteville,AR,72701,3625000,4,5,8000,36,
400,N Oliver Ave,Fayetteville,AR,72701,10500000,18,21,11320,1.13,
2718,N Emerald Ave,Fayetteville,AR,72703,1150000,5,4,4200,1.23,
1691,S Dead Horse Mountain Rd,Fayetteville,AR,72701,6700000,5,7,7764,393.37,
2409,E Zion Rd,Fayetteville,AR,72703,1499000,5,4,3648,2.32,
5501,SW Lavender Ln,Bentonville,AR,72713,650000,4,4,3104,0.31,
4604,SW Bamboo Avenue,Bentonville,AR,72713,519695,4,3,2754,0.29,
1609,S 15th Place,Rogers,AR,72758,425000,4,3,2596,0.27,
5,Galgate Lane,Bella Vista,AR,72714,424900,3,2.5,2012,0.37,
4206,Fieldstone Boulevard,Bentonville,AR,72712,389500,4,4,2478,0.24,
16,Tewkesbury Circle Drive,Bella Vista,AR,72714,449500,4,3,3283,0.65,
1062,Clayton Road,Cave Springs,AR,72718,284999,3,2,1457,0.19,
42,Glyndebourne Drive,Bella Vista,AR,72714,515970,2,3,1911,0.29,
309,NE 2nd Street,Bentonville,AR,72712,2700000,3,3,4313,0.44,
43,Glyndebourne Drive,Bella Vista,AR,72714,561535,3,2,2119,0.29,
649,Russell Rd,Rogers,AR,72756,979999,6,7,4135,4.5,
115,North Dr,Rogers,AR,72756,495000,4,2,2874,1.44,
4004,Highplains Dr,Rogers,AR,72756,840000,5,5,4025,1.23,
9931,S View Dr,Rogers,AR,72756,700000,4,4,2769,1.4,
3808,Copper Ridge Rd,Rogers,AR,72756,1725000,4,6,5665,4.83,
1244,Vantine Ln,Rogers,AR,72756,519900,3,3,3678,6.5,
9749,Trillium Dr,Rogers,AR,72756,3400000,4,6,7845,2.46,
9193,Grimes Dr,Rogers,AR,72756,462000,4,3,2796,0.85,
12695,Lindy Ter,Rogers,AR,72756,185000,4,2,2432,0.75,
13858,Cloverdale Rd,Rogers,AR,72756,135000,3,2,980,0.96,
2991,S City Lake Rd,Fayetteville,AR,72701,4600000,5,4.5,8825,34.38,
400,N Oliver Ave,Fayetteville,AR,72701,10500000,18,18.5,11320,1.13,
1691,S Dead Horse Mountain Rd,Fayetteville,AR,72701,6700000,5,6.5,7764,393.37,
401,W Central Ave,Bentonville,AR,72712,3500000,4,4,6286,0.52,
8015,E McNelly Rd,Bentonville,AR,72712,6495000,6,7.5,16109,48.9,
1501,N Starr Dr,Fayetteville,AR,72701,3625000,4,4.5,8000,36,
2880,Carley Rd,Sprindale,AR,72762,3999500,5,7.5,8472,20,
15760,Zimmer Rd,Fayetteville,AR,72701,3800000,3,3,6002,89.42,
8536,W Miller Rd,Sprindale,AR,72762,3775000,5,6.5,8125,43.71,
2,S Samoset Ct,Rogers,AR,72758,3590000,5,6,10000,0.46,
502,Waterfalls Ct,Farmington,AR,72730,672000,4,4,3710,1.2,
12850,Little Elm Rd,Farmington,AR,72730,871000,4,4,3059,9.65,
80,Joliet St,Farmington,AR,72730,340000,4,2,1770,0.16,
6115,W Limerick Way,Fayetteville,AR,72704,344900,3,3,1825,0.2,
1700,N Double Strings Rd,Fayetteville,AR,72704,255000,3,2,1829,1.15,
1643,N Dartmouth Ave,Fayetteville,AR,72704,27000,3,2,1384,0.2,
1646,N Double Springs Rd,Fayetteville,AR,72704,129900,2,1,918,0.5,
1674,N Desarc Way,Fayetteville,AR,72704,299000,3,2,1631,0.25,
506,W Whillock St,Fayetteville,AR,72704,280000,3,2,1728,5.96,
260,W Willoughby Rd,Fayetteville,AR,72704,960000,4,5,4246,6.01,
1691,S Dead Horse Mountain Rd,Fayetteville,AR,72701,6700000,5,6,7764,392.37,
1501,N Starr Dr,Fayetteville,AR,72701,3700000,4,5,8000,36,
2991,S City Lake Rd,Fayetteville,AR,72701,4600000,5,4,8825,34.38,
15760,Zimmer Rd,Fayetteville,AR,72701,3800000,3,3,6002,89.42,
17482,Lookout Tower Rd,Fayetteville,AR,72704,3150000,3,3,2996,80,
19298,Two Wells Rd,Fayetteville,AR,72701,3000000,5,5,5050,165,
867,N Fox Hunter Rd,Fayetteville,AR,72701,2450000,4,5.5,7396,18.65,
2409,E Zion Rd,Fayetteville,AR,72703,1499000,5,4,3648,2.32,
3541,NW Horse Meadow Dr,Fayetteville,AR,72703,1495000,6,6,8400,2,
17914,Downing Rd,Fayetteville,AR,72701,1350000,3,1,1700,72,
706,Chateau Ave,Springdale,AR,72764,358000,4,2.5,2172,9583,
22048,Dogwood Cir,Springdale,AR,72764,740000,2,2.5,2800,0.35,
1712,W Emma Ave,Springdale,AR,72762,249900,4,2,2848,0.36,
1588,Klenc Rd,Springdale,AR,72762,350000,4,2.5,2274,2.73,
303,Ruby St,Springdale,AR,72764,350000,3,1,1036,7840,
5501,SW Lavender Ln,Bentonville,AR,72713,650000,4,3.5,3104,0.31,
4521,W Seaton Dr,Springdale,AR,72762,600000,3,2,2366,1.19,
3002,Kay Ln,Springdale,AR,72762,360000,3,2.5,2797,0.44,
2403,E Emma Ave,Springdale,AR,72764,180000,2,1,1069,0.32,
1310,Crutcher St,Springdale,AR,72764,165000,3,1,1000,0.25,
2110,W Holly St,Fayetteville,AR,72703,275000,4,2,1632,0.31,
10804,Friendly Rd,Fayetteville,AR,72701,370000,4,3,3756,1.52,
3146,N Warwick Dr,Fayetteville,AR,72703,549500,5,3,2961,0.37,
2991,S City Lake Rd,Fayetteville,AR,72701,4600000,5,5,8825,34.38,
2477,E Absolute St,Fayetteville,AR,72701,600000,4,3,2800,0.38,
4415,W Bell Flower Dr,Fayetteville,AR,72704,275000,4,4,2358,0.44,
1554,N Leverett Ave,Fayetteville,AR,72703,275000,4,1,1629,0.25,
260,W Willoughby Rd,Fayetteville,AR,72701,960000,4,5,4246,6.01,
15760,Zimmer Rd,Fayetteville,AR,72701,3800000,3,4,6002,89.42,
10920,SE Campbell Rd,Fayetteville,AR,72701,490000,4,4,3800,4,
4,Lin Ln,Bella Vista,AR,72715,300000,3,2,1604,0.36,
4,Wendron Cir,Bella Vista,AR,72714,275000,3,3,1853,0.32,
13,Cheviot Ln,Bella Vista,AR,72715,384900,3,2,2217,0.28,
3,Chippenham Ln,Bella Vista,AR,72714,300000,4,2,1993,0.3,
38,Tummell Dr,Bella Vista,AR,72715,300000,3,2,1865,0.36,
14,Smart Ln,Bella Vista,AR,72715,300000,2,2,1705,0.27,
3,Everleigh Ln,Bella Vista,AR,72715,300000,3,3,2535,0.41,
55,Witherby Dr,Bella Vista,AR,72714,300000,3,2,1825,0.35,
4206,SW Fieldstone Blvd,Bentonville,AR,72712,300000,4,4,2478,0.24,
101,Lion Dr N,Gravette,AR,72736,300000,4,3,2176,0.3,
1737,S 38th Pl,Rogers,AR,72758,300000,4,3,1950,0.1,
3526,W Clabber Creek Blvd,Fayetteville,AR,72704,395000,3,3,2429,0.14,
3543,W Lonoke Dr,Fayetteville,AR,72704,320000,3,2,1700,0.22,
4581,W Silvermist Pl,Fayetteville,AR,72704,356000,3,2,1907,0.27,
1700,N Double Springs Rd,Fayetteville,AR,72704,255000,3,2,1829,1.15,
302,N Tacoma St,Farmington,AR,72730,354000,3,2,1892,0.29,
680,N Cliffside Dr,Fayetteville,AR,72701,1650000,4,5,7530,1.19,
1149,E Southern Heights Pl,Fayetteville,AR,72701,749000,4,4,3646,0.79,
519,E Johnson St,Fayetteville,AR,72701,275000,3,2,1664,0.2,
2305,E Whispering Oaks Ln,Fayetteville,AR,72701,849900,4,4,4280,0.66,
2863,E Township St,Fayetteville,AR,72703,1150000,4,4,5099,0.74,
3526,W Clabber Creek Blvd,Fayetteville,AR,72704,395000,3,3,2429,0.14,
3543,W Lonoke Dr,Fayetteville,AR,72704,320000,3,2,1700,0.22,
4581,W Silvermist Pl,Fayetteville,AR,72704,356000,3,2,1907,0.27,
1700,N Double Springs Rd,Fayetteville,AR,72704,255000,3,2,1829,1.15,
302,N Tacoma St,Farmington,AR,72730,354000,3,2,1892,0.29,
1149,E Southern Heights Pl,Fayetteville,AR,72701,749000,4,4,3646,0.79,
519,E Johnson St,Fayetteville,AR,72701,275000,3,2,1664,0.2,
2305,E Whispering Oaks Ln,Fayetteville,AR,72701,849900,4,4,4280,0.66,
129,San Jose Dr,Springdale,AR,72764,500000,5,3,4084,0.28,
1643,N Dartmouth Ave,Fayetteville,AR,72704,270000,3,2,1384,0.2,
10920,SE Campbell Rd,Fayetteville,AR,72701,490000,4,4,3800,0.09,
4774,N Trails End Ln,Fayetteville,AR,72764,495000,4,3,2947,0.07,
1789,N Hartford Dr,Fayetteville,AR,72701,569000,4,4,3382,0.08,
2305,E Whispering Oaks Ln,Fayetteville,AR,72701,849900,4,4,4280,0.1,
16200,Black Oak Quarry Rd,Fayetteville,AR,72701,699900,3,3,1830,0.04,
3146,N Warwick Dr,Fayetteville,AR,72703,549500,5,3,2961,0.07,
414,N Walnut Ave,Fayetteville,AR,72701,764900,4,3,2476,0.06,
811,N Olive Ave,Fayetteville,AR,72701,863000,3,3,2500,0.06,
1149,E Southern Heights Pl,Fayetteville,AR,72701,749000,4,4,3646,0.08,
2477,E Absolute St,Fayetteville,AR,72701,600000,4,3,2800,0.06,
19305,Lake Sequoyah Rd,Fayetteville,AR,72701,995000,4,3,3471,16,
414,N Walnut Ave,Fayetteville,AR,72701,764900,4,3,2476,0.24,
16200,Black Oak Quarry Rd,Fayetteville,AR,72701,699900,3,2.5,1830,9.42,
3146,N Warwick Dr,Fayetteville,AR,72701,549500,5,3,2961,0.37,
234,W Lawson St,Fayetteville,AR,72703,579000,4,3,2300,0.48,
1630,E Mission Blvd,Fayetteville,AR,72703,425000,3,2.5,1554,0.1,
107,N Olive Ave,Fayetteville,AR,72701,899900,4,3.5,4269,0.42,
811,N Olive Ave,Fayetteville,AR,72701,863000,3,2.5,2500,0.11,
1104,S Dunn Ave,Fayetteville,AR,72701,418000,4,3,1859,0.09,
128,W Cleburn St,Fayetteville,AR,72701,975000,3,2.5,2373,0.17,
2991,S City Lake Rd,Fayetteville,AR,72701,4600000,5,5,8825,34.38,
1691,S Dead Horse Mountain Rd,Fayetteville,AR,72701,6700000,5,6.5,7764,393.37,
15760,Zimmer Rd,Fayetteville,AR,72701,3800000,3,4,6002,89.42,
1501,N Starr Dr,Fayetteville,AR,72701,3625000,4,4.5,8000,36,
680,N Cliffside Dr,Fayetteville,AR,72701,1650000,4,4,7530,1.19,
322,N Washington Ave,Fayetteville,AR,72701,1799000,5,5,4614,0.33,
867,N Fox Hunter Rd,Fayetteville,AR,72701,2450000,4,5.5,7396,18.65,
2863,E Township St,Fayetteville,AR,72703,1150000,4,3.5,5099,0.74,
19305,Lake Sequoyah Rd,Fayetteville,AR,72701,1775000,4,3,3471,60.08,
19298,Two Wells Rd,Fayetteville,AR,72701,1850000,5,5,5050,75,
8802,Dennette Rd,Jacksonville,AR,72076,139900,3,2,1656,1,
136,Springlake Ln,Hot Springs,AR,71901,275000,3,3,2600,7.14,
10804,Friendly Rd,Fayetteville,AR,72701,370000,4,3,3756,1.52,
4774,N Trails End Ln,Fayetteville,AR,72764,495000,4,3,2947,0.29,
2668,S Cobalt Ave,Fayetteville,AR,72701,374000,4,2,2002,0.18,
1786,N Hartford Dr,Fayetteville,AR,72701,569000,4,4,3382,0.47,
16200,Black Oak Quarry Rd,Fayetteville,AR,72701,699900,3,3,1830,9.42,
2991,S City Lake Rd,Fayetteville,AR,72701,4600000,5,5,8825,34.38,
2477,E Absolute St,Fayetteville,AR,72701,600000,4,3,2800,0.38,
260,W Willoughby Rd,Fayetteville,AR,72701,960000,4,5,4246,6.01,
2294,N Juneway Ter,Fayetteville,AR,72703,370500,3,2,1912,0.28,
414,N Walnut Ave,Fayetteville,AR,72701,764900,4,3,2476,0.24,
2305,E Whispering Oaks Ln,Fayetteville,AR,72701,849900,4,4,4280,0.66,
2704,N Westminster Dr,Fayetteville,AR,72704,268000,3,2,1522,0.13,
16200,Black Oak Quarry Rd,Fayetteville,AR,72701,699900,3,3,1830,9.42,
222,E 13th St,Fayetteville,AR,72701,205000,3,2,1025,0.19,
1786,N Harford Dr,Fayetteville,AR,72701,569000,4,4,3382,0.47,
506,W Whitlock St,Fayetteville,AR,72701,300000,3,2,1728,5.96,
10920,SE Campbell Rd,Fayetteville,AR,72701,490000,4,4,3800,4,
215,S Pearson St,Fayetteville,AR,72701,879000,5,5,5200,4.21,
